source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,Boeing 767-800,3139.546949719022,12,4336.091360705783
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,Airbus A200-100,3139.546949719022,12,3252.068520529337
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,Airbus A220-300,3139.546949719022,12,2956.4259277539427
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,Boeing 747-400,3139.546949719022,12,8869.277783261829
Seattle-Tacoma International Airport,Philadelphia International Airport,Boeing 737-600,3887.2539887471025,17,4392.625559350362
Seattle-Tacoma International Airport,Philadelphia International Airport,Boeing 767-800,3887.2539887471025,17,5368.764572539331
Seattle-Tacoma International Airport,Philadelphia International Airport,Airbus A200-100,3887.2539887471025,17,4026.5734294044987
Seattle-Tacoma International Airport,Philadelphia International Airport,Airbus A220-300,3887.2539887471025,17,3660.5212994586345
Seattle-Tacoma International Airport,Philadelphia International Airport,Boeing 747-400,3887.2539887471025,17,10981.563898375904
Seattle-Tacoma International Airport,Salt Lake City International Airport,Boeing 737-600,1113.041529971466,3,1257.745104210934
Seattle-Tacoma International Airport,Salt Lake City International Airport,Boeing 767-800,1113.041529971466,3,1537.2440162578082
Seattle-Tacoma International Airport,Salt Lake City International Airport,Airbus A200-100,1113.041529971466,3,1152.933012193356
Seattle-Tacoma International Airport,Salt Lake City International Airport,Airbus A220-300,1113.041529971466,3,1048.120920175778
Seattle-Tacoma International Airport,Salt Lake City International Airport,Boeing 747-400,1113.041529971466,3,3144.3627605273346
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,3805.0612867141235,6,4299.747202343775
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,3805.0612867141235,6,5255.246580642392
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,3805.0612867141235,6,3941.4349354817937
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,3805.0612867141235,6,3583.122668619812
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,3805.0612867141235,6,10749.368005859436
Seattle-Tacoma International Airport,San Diego International Airport,Boeing 737-600,1706.9601182878323,9,1928.8774713688144
Seattle-Tacoma International Airport,San Diego International Airport,Boeing 767-800,1706.9601182878323,9,2357.5169094507733
Seattle-Tacoma International Airport,San Diego International Airport,Airbus A200-100,1706.9601182878323,9,1768.13768208808
Seattle-Tacoma International Airport,San Diego International Airport,Airbus A220-300,1706.9601182878323,9,1607.3978928073452
Seattle-Tacoma International Airport,San Diego International Airport,Boeing 747-400,1706.9601182878323,9,4822.193678422036
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,Boeing 737-600,3815.424814332679,6,4311.4580646733475
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,Boeing 767-800,3815.424814332679,6,5269.559856822981
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,Airbus A200-100,3815.424814332679,6,3952.1698926172357
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,Airbus A220-300,3815.424814332679,6,3592.8817205611226
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,Boeing 747-400,3815.424814332679,6,10778.64516168337
Seattle-Tacoma International Airport,Tampa International Airport,Boeing 737-600,4129.439810262783,9,4666.297316529502
Seattle-Tacoma International Airport,Tampa International Airport,Boeing 767-800,4129.439810262783,9,5703.25227575828
Seattle-Tacoma International Airport,Tampa International Airport,Airbus A200-100,4129.439810262783,9,4277.439206818711
Seattle-Tacoma International Airport,Tampa International Airport,Airbus A220-300,4129.439810262783,9,3888.581097107918
Seattle-Tacoma International Airport,Tampa International Airport,Boeing 747-400,4129.439810262783,9,11665.743291323755
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,Boeing 737-600,2887.128989319135,7,3262.4769640308887
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,Boeing 767-800,2887.128989319135,7,3987.471844926642
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,Airbus A200-100,2887.128989319135,7,2990.603883694982
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,Airbus A220-300,2887.128989319135,7,2718.730803359074
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,Boeing 747-400,2887.128989319135,7,8156.192410077222
Seattle-Tacoma International Airport,Washington Dulles International Airport,Boeing 737-600,3766.766257341457,6,4256.473537873842
Seattle-Tacoma International Airport,Washington Dulles International Airport,Boeing 767-800,3766.766257341457,6,5202.356546290252
Seattle-Tacoma International Airport,Washington Dulles International Airport,Airbus A200-100,3766.766257341457,6,3901.767409717689
Seattle-Tacoma International Airport,Washington Dulles International Airport,Airbus A220-300,3766.766257341457,6,3547.061281561535
Seattle-Tacoma International Airport,Washington Dulles International Airport,Boeing 747-400,3766.766257341457,6,10641.183844684605
Seattle-Tacoma International Airport,Nashville International Airport,Boeing 737-600,3225.297405516993,6,3644.60975819763
Seattle-Tacoma International Airport,Nashville International Airport,Boeing 767-800,3225.297405516993,6,4454.523037797104
Seattle-Tacoma International Airport,Nashville International Airport,Airbus A200-100,3225.297405516993,6,3340.892278347828
Seattle-Tacoma International Airport,Nashville International Airport,Airbus A220-300,3225.297405516993,6,3037.1747984980248
Seattle-Tacoma International Airport,Nashville International Airport,Boeing 747-400,3225.297405516993,6,9111.524395494076
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,8348.330855340168,35,-1
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,8348.330855340168,35,-1
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,8348.330855340168,35,-1
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,8348.330855340168,35,-1
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,8348.330855340168,35,23584.187963557735
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,2580.8832666920366,20,2916.417048072814
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,2580.8832666920366,20,3564.5097254223283
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,2580.8832666920366,20,2673.3822940667465
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,2580.8832666920366,20,2430.347540060678
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,2580.8832666920366,20,7291.042620182035
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1403.4438328788642,25,1585.9018395150733
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1403.4438328788642,25,1938.3244705184231
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1403.4438328788642,25,1453.7433528888173
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1403.4438328788642,25,1321.584866262561
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1403.4438328788642,25,3964.7545987876833
Phoenix Sky Harbor International Airport,Denver International Airport,Boeing 737-600,972.979376477327,10,1099.4738419993525
Phoenix Sky Harbor International Airport,Denver International Airport,Boeing 767-800,972.979376477327,10,1343.8013624436533
Phoenix Sky Harbor International Airport,Denver International Airport,Airbus A200-100,972.979376477327,10,1007.8510218327399
Phoenix Sky Harbor International Airport,Denver International Airport,Airbus A220-300,972.979376477327,10,916.228201666127
Phoenix Sky Harbor International Airport,Denver International Airport,Boeing 747-400,972.979376477327,10,2748.684604998381
Phoenix Sky Harbor International Airport,O'Hare International Airport,Boeing 737-600,2339.614812344196,32,2643.781922531438
Phoenix Sky Harbor International Airport,O'Hare International Airport,Boeing 767-800,2339.614812344196,32,3231.289016427313
Phoenix Sky Harbor International Airport,O'Hare International Airport,Airbus A200-100,2339.614812344196,32,2423.4667623204846
Phoenix Sky Harbor International Airport,O'Hare International Airport,Airbus A220-300,2339.614812344196,32,2203.1516021095313
Phoenix Sky Harbor International Airport,O'Hare International Airport,Boeing 747-400,2339.614812344196,32,6609.454806328594
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Boeing 737-600,593.7060689852996,60,670.8922187528104
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Boeing 767-800,593.7060689852996,60,819.9793784756572
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Airbus A200-100,593.7060689852996,60,614.9845338567429
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Airbus A220-300,593.7060689852996,60,559.0768489606753
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Boeing 747-400,593.7060689852996,60,1677.230546882026
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,Boeing 737-600,3515.557856954383,22,3972.606200298755
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,Boeing 767-800,3515.557856954383,22,4855.407578142923
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,Airbus A200-100,3515.557856954383,22,3641.5556836071923
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,Airbus A220-300,3515.557856954383,22,3310.5051669156287
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,Boeing 747-400,3515.557856954383,22,9931.515500746887
Phoenix Sky Harbor International Airport,Harry Reid International Airport,Boeing 737-600,410.5851922150856,7,463.964282970886
Phoenix Sky Harbor International Airport,Harry Reid International Airport,Boeing 767-800,410.5851922150856,7,567.0674569644164
Phoenix Sky Harbor International Airport,Harry Reid International Airport,Airbus A200-100,410.5851922150856,7,425.30059272331226
Phoenix Sky Harbor International Airport,Harry Reid International Airport,Airbus A220-300,410.5851922150856,7,386.63690247573834
Phoenix Sky Harbor International Airport,Harry Reid International Airport,Boeing 747-400,410.5851922150856,7,1159.9107074272151
Phoenix Sky Harbor International Airport,Orlando International Airport,Boeing 737-600,3012.559591932796,9,3404.21446627809
Phoenix Sky Harbor International Airport,Orlando International Airport,Boeing 767-800,3012.559591932796,9,4160.706569895444
Phoenix Sky Harbor International Airport,Orlando International Airport,Airbus A200-100,3012.559591932796,9,3120.529927421583
Phoenix Sky Harbor International Airport,Orlando International Airport,Airbus A220-300,3012.559591932796,9,2836.845388565075
Phoenix Sky Harbor International Airport,Orlando International Airport,Boeing 747-400,3012.559591932796,9,8510.536165695226
Phoenix Sky Harbor International Airport,Miami International Airport,Boeing 737-600,3217.7971742526524,10,3636.134441779369
Phoenix Sky Harbor International Airport,Miami International Airport,Boeing 767-800,3217.7971742526524,10,4444.1643177303395
