aircraft tail number,flight number,source airport,destination airport,departure time,arrival time,number of passengers
N00023,481,Los Angeles International Airport,Phoenix Sky Harbor International Airport,2011,2133,141
N00023,521,Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,2159,2338,125
N00023,569,Dallas/Fort Worth International Airport,Denver International Airport,2364,2519,64
N00023,620,Denver International Airport,Ronald Reagan Washington National Airport,2555,2802,16
N00023,692,Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,2828,2954,30
N00023,726,Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,2980,3106,30
N00023,769,Ronald Reagan Washington National Airport,Logan International Airport,3132,3257,28
N00023,811,Logan International Airport,Baltimore/Washington International Airport,3283,3405,28
N00023,846,Baltimore/Washington International Airport,Nashville International Airport,3441,3587,15
N00023,885,Nashville International Airport,Baltimore/Washington International Airport,3613,3759,15
N00023,935,Baltimore/Washington International Airport,Orlando International Airport,3785,3953,20
N00023,990,Orlando International Airport,O'Hare International Airport,3979,4172,85
N00023,1043,O'Hare International Airport,Seattle-Tacoma International Airport,4208,4485,65
N00023,1124,Seattle-Tacoma International Airport,San Francisco International Airport,4511,4667,57
N00023,1171,San Francisco International Airport,Seattle-Tacoma International Airport,4693,4849,60
N00023,1222,Seattle-Tacoma International Airport,San Diego International Airport,4885,5083,45
N00023,1286,San Diego International Airport,San Francisco International Airport,5109,5239,32
N00023,1326,San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,5275,5603,120
N00023,1429,Hartsfield-Jackson Atlanta International Airport,LaGuardia Airport,5629,5796,56
N00023,1474,LaGuardia Airport,Tampa International Airport,5832,6024,45
N00023,1537,Tampa International Airport,Baltimore/Washington International Airport,6050,6225,25
N00023,1592,Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,6251,6434,25
N00023,1643,Minneapolis-Saint Paul International Airport,Logan International Airport,6470,6675,60
N00023,1704,Logan International Airport,Nashville International Airport,6701,6885,28
N00023,1747,Nashville International Airport,Phoenix Sky Harbor International Airport,6921,7159,35
N00023,1803,Phoenix Sky Harbor International Airport,Minneapolis-Saint Paul International Airport,7185,7408,48
N00023,1849,Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,7444,7633,15
N00023,1900,Salt Lake City International Airport,Minneapolis-Saint Paul International Airport,7659,7850,12
N00023,1947,Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,7886,8106,60
N00023,1994,Phoenix Sky Harbor International Airport,Detroit Metropolitan Airport,8132,8406,70
N00023,2040,Detroit Metropolitan Airport,Fort Lauderdale-Hollywood International Airport,8442,8648,45
N00023,2078,Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,8674,8878,45
N00023,2111,Detroit Metropolitan Airport,Austin-Bergstrom International Airport,8914,9120,35
N00023,2147,Austin-Bergstrom International Airport,Harry Reid International Airport,9146,9346,20
N00023,2178,Harry Reid International Airport,O'Hare International Airport,9382,null,42
N00024,24,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,35,136,55
N00024,57,Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,162,263,55
N00024,96,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,289,417,65
N00024,128,Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,443,571,65
N00024,163,Hartsfield-Jackson Atlanta International Airport,Fort Lauderdale-Hollywood International Airport,597,745,65
N00024,189,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,771,918,65
N00024,234,Hartsfield-Jackson Atlanta International Airport,Baltimore/Washington International Airport,944,1091,45
N00024,271,Baltimore/Washington International Airport,John F. Kennedy International Airport,1127,1215,45
N00024,298,John F. Kennedy International Airport,Baltimore/Washington International Airport,1241,1329,50
N00024,321,Baltimore/Washington International Airport,Logan International Airport,1355,1477,35
N00024,363,Logan International Airport,O'Hare International Airport,1503,1681,103
N00024,417,O'Hare International Airport,Philadelphia International Airport,1707,1865,126
N00024,459,Philadelphia International Airport,Charlotte Douglas International Airport,1891,2022,55
N00024,493,Charlotte Douglas International Airport,Baltimore/Washington International Airport,2048,2169,20
N00024,529,Baltimore/Washington International Airport,Newark Liberty International Airport,2205,2291,36
N00024,562,Newark Liberty International Airport,Detroit Metropolitan Airport,2317,2452,80
N00024,598,Detroit Metropolitan Airport,John F. Kennedy International Airport,2478,2615,80
N00024,643,John F. Kennedy International Airport,Washington Dulles International Airport,2641,2741,50
N00024,677,Washington Dulles International Airport,Charlotte Douglas International Airport,2767,2877,20
N00024,710,Charlotte Douglas International Airport,Detroit Metropolitan Airport,2903,3039,40
N00024,749,Detroit Metropolitan Airport,Minneapolis-Saint Paul International Airport,3065,3204,55
N00024,792,Minneapolis-Saint Paul International Airport,O'Hare International Airport,3230,3344,72
N00024,828,O'Hare International Airport,Washington Dulles International Airport,3380,3528,42
N00024,872,Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,3554,3696,36
N00024,923,Hartsfield-Jackson Atlanta International Airport,San Francisco International Airport,3732,4053,90
N00024,1014,San Francisco International Airport,Harry Reid International Airport,4079,4206,44
N00024,1054,Harry Reid International Airport,San Francisco International Airport,4232,4359,44
N00024,1092,San Francisco International Airport,Phoenix Sky Harbor International Airport,4395,4548,72
N00024,1138,Phoenix Sky Harbor International Airport,George Bush Intercontinental Airport,4574,4767,69
N00024,1199,George Bush Intercontinental Airport,Nashville International Airport,4793,4947,40
N00024,1249,Nashville International Airport,LaGuardia Airport,4983,5149,45
N00024,1299,LaGuardia Airport,Minneapolis-Saint Paul International Airport,5175,5367,68
N00024,1369,Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,5393,5588,68
N00024,1422,John F. Kennedy International Airport,Tampa International Airport,5624,5815,75
N00024,1479,Tampa International Airport,O'Hare International Airport,5841,6035,60
N00024,1542,O'Hare International Airport,Salt Lake City International Airport,6071,6290,24
N00024,1612,Salt Lake City International Airport,O'Hare International Airport,6316,6538,40
N00025,25,Dallas/Fort Worth International Airport,O'Hare International Airport,35,209,66
N00025,74,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,235,388,189
N00025,122,Hartsfield-Jackson Atlanta International Airport,Orlando International Airport,414,542,55
N00025,151,Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,568,696,55
N00025,175,Hartsfield-Jackson Atlanta International Airport,Washington Dulles International Airport,722,888,45
N00025,223,Washington Dulles International Airport,John F. Kennedy International Airport,914,1014,45
N00025,251,John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,1050,1216,140
N00025,299,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,1242,1458,60
N00025,362,Denver International Airport,San Francisco International Airport,1484,1673,56
N00025,415,San Francisco International Airport,Los Angeles International Airport,1709,1821,189
N00025,446,Los Angeles International Airport,Philadelphia International Airport,1847,2203,189
N00025,540,Philadelphia International Airport,Dallas/Fort Worth International Airport,2239,2464,132
N00025,602,Dallas/Fort Worth International Airport,Detroit Metropolitan Airport,2490,2682,92
N00025,660,Detroit Metropolitan Airport,Washington Dulles International Airport,2708,2832,30
N00025,700,Washington Dulles International Airport,Detroit Metropolitan Airport,2858,2981,30
N00025,733,Detroit Metropolitan Airport,Baltimore/Washington International Airport,3017,3143,30
N00025,775,Baltimore/Washington International Airport,Detroit Metropolitan Airport,3169,3295,30
N00025,818,Detroit Metropolitan Airport,Logan International Airport,3321,3472,75
N00025,863,Logan International Airport,Detroit Metropolitan Airport,3498,3648,60
N00025,907,Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,3674,3865,88
N00025,964,Dallas/Fort Worth International Airport,Tampa International Airport,3901,4087,51
N00025,1023,Tampa International Airport,Nashville International Airport,4113,4261,20
N00025,1074,Nashville International Airport,Newark Liberty International Airport,4287,4451,45
N00025,1112,Newark Liberty International Airport,Dallas/Fort Worth International Airport,4487,4719,70
N00025,1184,Dallas/Fort Worth International Airport,Logan International Airport,4745,5008,67
N00025,1263,Logan International Airport,Dallas/Fort Worth International Airport,5044,5304,104
N00025,1345,Dallas/Fort Worth International Airport,Seattle-Tacoma International Airport,5340,5610,63
N00025,1433,Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,5636,5872,50
N00025,1495,Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,5908,6085,38
N00026,26,Denver International Airport,Harry Reid International Airport,35,187,20
N00026,65,Harry Reid International Airport,Denver International Airport,213,366,20
N00026,119,Denver International Airport,Newark Liberty International Airport,392,660,65
N00026,172,Newark Liberty International Airport,O'Hare International Airport,696,858,101
N00026,216,O'Hare International Airport,Tampa International Airport,884,1080,105
N00026,268,Tampa International Airport,Fort Lauderdale-Hollywood International Airport,1106,1195,35
N00026,290,Fort Lauderdale-Hollywood International Airport,Tampa International Airport,1221,1310,35
N00026,318,Tampa International Airport,Miami International Airport,1336,1433,35
N00026,350,Miami International Airport,Charlotte Douglas International Airport,1459,1612,25
N00026,398,Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,1648,1759,20
N00026,433,Ronald Reagan Washington National Airport,O'Hare International Airport,1785,1935,56
N00026,471,O'Hare International Airport,Nashville International Airport,1961,2090,56
N00026,505,Nashville International Airport,Dallas/Fort Worth International Airport,2116,2268,55
N00026,555,Dallas/Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2294,2460,128
N00026,601,Hartsfield-Jackson Atlanta International Airport,Miami International Airport,2496,2645,52
N00026,649,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2671,2820,52
N00026,698,Hartsfield-Jackson Atlanta International Airport,Logan International Airport,2846,3034,84
