flight number,source airport,destination airport,number of passengers,scheduled departure time,scheduled arrival time,actual departure time,actual arrival time,aircraft tail number,aircraft type
2993,Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,40,14160,14260,14160,14260,N00029,Boeing 767-800
3018,Hartsfield-Jackson Atlanta International Airport,Nashville International Airport,45,14286,14386,14286,14386,N00029,Boeing 767-800
3054,Nashville International Airport,Seattle-Tacoma International Airport,30,14449,14751,14449,14751,N00029,Boeing 767-800
3105,Seattle-Tacoma International Airport,San Francisco International Airport,95,14777,14933,14777,14933,N00029,Boeing 767-800
3149,San Francisco International Airport,San Diego International Airport,80,14959,15090,14959,15090,N00029,Boeing 767-800
3176,San Diego International Airport,Denver International Airport,35,15126,15304,15126,15304,N00029,Boeing 767-800
3223,Denver International Airport,Detroit Metropolitan Airport,45,15330,15537,15330,15537,N00029,Boeing 767-800
3267,Detroit Metropolitan Airport,Los Angeles International Airport,189,15573,15875,15573,15875,N00029,Boeing 767-800
3323,Los Angeles International Airport,O'Hare International Airport,189,15911,16195,15911,16195,N00029,Boeing 767-800
3342,O'Hare International Airport,Dallas/Fort Worth International Airport,189,16221,16394,16221,19867,N00029,Boeing 767-800
3461,Dallas/Fort Worth International Airport,Los Angeles International Airport,189,19903,20120,19903,20120,N00029,Boeing 767-800
3477,Los Angeles International Airport,John F. Kennedy International Airport,46,20156,20520,20156,null,N00029,Boeing 767-800
3,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,35,537,35,537,N00030,Boeing 747-400
112,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,563,1044,563,1044,N00030,Boeing 747-400
300,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,1465,1967,1465,1967,N00030,Boeing 747-400
399,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,2003,2484,2003,2484,N00030,Boeing 747-400
602,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,2905,3407,2905,3407,N00030,Boeing 747-400
704,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,3433,3914,3433,3914,N00030,Boeing 747-400
921,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,4355,4857,4355,4857,N00030,Boeing 747-400
1017,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,4883,5364,4883,5364,N00030,Boeing 747-400
1219,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,5785,6287,5785,6287,N00030,Boeing 747-400
1318,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,6323,6804,6323,6804,N00030,Boeing 747-400
1530,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,7225,7727,7225,7727,N00030,Boeing 747-400
1630,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,7753,8234,7753,8234,N00030,Boeing 747-400
1835,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,8675,9177,8675,9177,N00030,Boeing 747-400
1932,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,9203,9684,9203,9684,N00030,Boeing 747-400
2140,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,10105,10607,10105,10607,N00030,Boeing 747-400
2236,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,10643,11124,10643,11124,N00030,Boeing 747-400
2441,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,11545,12047,11545,12047,N00030,Boeing 747-400
2537,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,12073,12554,12073,12554,N00030,Boeing 747-400
2755,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,12995,13497,12995,13497,N00030,Boeing 747-400
2849,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,13523,14004,13523,14004,N00030,Boeing 747-400
3050,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,14425,14927,14425,14927,N00030,Boeing 747-400
3147,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,14963,15444,14963,15444,N00030,Boeing 747-400
3318,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,15865,16367,15865,16367,N00030,Boeing 747-400
3352,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,16393,16874,16393,16874,N00030,Boeing 747-400
3368,John F. Kennedy International Airport,Paris Charles de Gaulle Airport,60,17315,17817,17315,17817,N00030,Boeing 747-400
3377,Paris Charles de Gaulle Airport,John F. Kennedy International Airport,63,17843,18324,17843,null,N00030,Boeing 747-400
6,O'Hare International Airport,San Francisco International Airport,135,46,351,46,351,N00031,Airbus A200-100
67,San Francisco International Airport,Denver International Airport,70,377,574,377,574,N00031,Airbus A200-100
124,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,60,610,837,610,837,N00031,Airbus A200-100
170,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,135,863,1035,863,1035,N00031,Airbus A200-100
214,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,135,1061,1306,1061,1306,N00031,Airbus A200-100
268,Dallas/Fort Worth International Airport,Nashville International Airport,55,1342,1498,1342,1498,N00031,Airbus A200-100
328,Nashville International Airport,Los Angeles International Airport,125,1524,1821,1524,1841,N00031,Airbus A200-100
374,Los Angeles International Airport,O'Hare International Airport,135,1877,2175,1877,2175,N00031,Airbus A200-100
435,O'Hare International Airport,John F. Kennedy International Airport,106,2201,2371,2201,2371,N00031,Airbus A200-100
482,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,56,2407,2652,2407,2652,N00031,Airbus A200-100
547,Dallas/Fort Worth International Airport,San Francisco International Airport,66,2678,2932,2678,2932,N00031,Airbus A200-100
629,San Francisco International Airport,O'Hare International Airport,135,2968,3279,2968,3279,N00031,Airbus A200-100
680,O'Hare International Airport,Los Angeles International Airport,135,3315,3608,3315,3608,N00031,Airbus A200-100
742,Los Angeles International Airport,Logan International Airport,135,3644,4046,3644,4046,N00031,Airbus A200-100
848,Logan International Airport,LaGuardia Airport,110,4072,4160,4072,4160,N00031,Airbus A200-100
876,LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,135,4196,4367,4196,4367,N00031,Airbus A200-100
941,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,135,4393,4709,4393,4709,N00031,Airbus A200-100
983,Los Angeles International Airport,John F. Kennedy International Airport,135,4745,5131,4745,5131,N00031,Airbus A200-100
1076,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,135,5167,5412,5167,5412,N00031,Airbus A200-100
1137,Dallas/Fort Worth International Airport,San Francisco International Airport,66,5438,5692,5438,5692,N00031,Airbus A200-100
1202,San Francisco International Airport,Newark Liberty International Airport,135,5728,6125,5728,6125,N00031,Airbus A200-100
1277,Newark Liberty International Airport,O'Hare International Airport,135,6151,6317,6151,6317,N00031,Airbus A200-100
1321,O'Hare International Airport,Dallas/Fort Worth International Airport,95,6353,6531,6353,6531,N00031,Airbus A200-100
1364,Dallas/Fort Worth International Airport,O'Hare International Airport,95,6557,6737,6557,6737,N00031,Airbus A200-100
1418,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,86,6763,6919,6763,6919,N00031,Airbus A200-100
1459,Hartsfield-Jackson Atlanta International Airport,Newark Liberty International Airport,135,6945,7115,6945,7115,N00031,Airbus A200-100
1510,Newark Liberty International Airport,San Francisco International Airport,135,7166,7551,7166,7551,N00031,Airbus A200-100
1578,San Francisco International Airport,O'Hare International Airport,46,7587,7898,7587,7898,N00031,Airbus A200-100
1659,O'Hare International Airport,John F. Kennedy International Airport,135,7924,8094,7924,8094,N00031,Airbus A200-100
1703,John F. Kennedy International Airport,Los Angeles International Airport,117,8130,8505,8130,8505,N00031,Airbus A200-100
1801,Los Angeles International Airport,San Francisco International Airport,17,8531,8643,8531,8643,N00031,Airbus A200-100
1838,San Francisco International Airport,LaGuardia Airport,135,8679,9077,8679,9077,N00031,Airbus A200-100
1912,LaGuardia Airport,Los Angeles International Airport,135,9113,9487,9113,9487,N00031,Airbus A200-100
1997,Los Angeles International Airport,Logan International Airport,32,9523,9925,9523,9925,N00031,Airbus A200-100
2103,Logan International Airport,Philadelphia International Airport,105,9951,10057,9951,10057,N00031,Airbus A200-100
2134,Philadelphia International Airport,San Francisco International Airport,135,10093,10473,10093,10473,N00031,Airbus A200-100
2212,San Francisco International Airport,Dallas/Fort Worth International Airport,66,10509,10766,10509,10766,N00031,Airbus A200-100
2262,Dallas/Fort Worth International Airport,Los Angeles International Airport,135,10792,11019,10792,11019,N00031,Airbus A200-100
2322,Los Angeles International Airport,San Francisco International Airport,135,11045,11157,11045,11157,N00031,Airbus A200-100
2351,San Francisco International Airport,Newark Liberty International Airport,135,11193,11590,11193,11590,N00031,Airbus A200-100
2473,Newark Liberty International Airport,O'Hare International Airport,135,11846,12012,11846,12012,N00031,Airbus A200-100
2534,O'Hare International Airport,Los Angeles International Airport,135,12048,12341,12048,12341,N00031,Airbus A200-100
2595,Los Angeles International Airport,Logan International Airport,135,12377,12779,12377,12779,N00031,Airbus A200-100
2704,Logan International Airport,Baltimore/Washington International Airport,35,12805,12928,12805,12928,N00031,Airbus A200-100
2744,Baltimore/Washington International Airport,Los Angeles International Airport,11,12964,13322,12964,13322,N00031,Airbus A200-100
2808,Los Angeles International Airport,O'Hare International Airport,135,13358,13656,13358,13656,N00031,Airbus A200-100
2877,O'Hare International Airport,John F. Kennedy International Airport,106,13682,13852,13682,13852,N00031,Airbus A200-100
2922,John F. Kennedy International Airport,Dallas/Fort Worth International Airport,56,13888,14133,13888,14133,N00031,Airbus A200-100
2992,Dallas/Fort Worth International Airport,San Francisco International Airport,66,14159,14413,14159,14413,N00031,Airbus A200-100
3055,San Francisco International Airport,O'Hare International Airport,135,14449,14760,14449,16920,N00031,Airbus A200-100
3363,O'Hare International Airport,Los Angeles International Airport,135,16956,17249,16956,17249,N00031,Airbus A200-100
3367,Los Angeles International Airport,John F. Kennedy International Airport,135,17285,17671,17285,17671,N00031,Airbus A200-100
3372,John F. Kennedy International Airport,Denver International Airport,70,17707,17986,17707,17986,N00031,Airbus A200-100
3383,Denver International Airport,O'Hare International Airport,95,18012,18202,18012,18202,N00031,Airbus A200-100
3390,O'Hare International Airport,San Francisco International Airport,135,18238,18543,18238,18543,N00031,Airbus A200-100
3402,San Francisco International Airport,Denver International Airport,70,18569,18766,18569,18766,N00031,Airbus A200-100
3413,Denver International Airport,Newark Liberty International Airport,65,18802,19083,18802,19083,N00031,Airbus A200-100
3424,Newark Liberty International Airport,Los Angeles International Airport,135,19119,19492,19119,19492,N00031,Airbus A200-100
3444,Los Angeles International Airport,LaGuardia Airport,135,19528,19913,19528,19913,N00031,Airbus A200-100
3463,LaGuardia Airport,O'Hare International Airport,135,19939,20107,19939,20107,N00031,Airbus A200-100
3476,O'Hare International Airport,Detroit Metropolitan Airport,135,20143,20246,20143,null,N00031,Airbus A200-100
4,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,135,35,351,35,392,N00032,Airbus A200-100
84,Los Angeles International Airport,O'Hare International Airport,135,428,726,428,726,N00032,Airbus A200-100
152,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,86,752,908,752,908,N00032,Airbus A200-100
185,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,65,934,1064,934,1064,N00032,Airbus A200-100
220,Tampa International Airport,Denver International Airport,30,1100,1359,1100,1359,N00032,Airbus A200-100
307,Denver International Airport,Logan International Airport,50,1482,1781,1482,1781,N00032,Airbus A200-100
347,Logan International Airport,Los Angeles International Airport,116,1817,2208,1817,2228,N00032,Airbus A200-100
450,Los Angeles International Airport,Logan International Airport,135,2264,2666,2264,2666,N00032,Airbus A200-100
550,Logan International Airport,Detroit Metropolitan Airport,75,2692,2846,2692,2846,N00032,Airbus A200-100
597,Detroit Metropolitan Airport,San Francisco International Airport,105,2902,3231,2902,3231,N00032,Airbus A200-100
660,San Francisco International Airport,Los Angeles International Airport,135,3257,3370,3257,3370,N00032,Airbus A200-100
698,Los Angeles International Airport,O'Hare International Airport,73,3406,3704,3406,3704,N00032,Airbus A200-100
772,O'Hare International Airport,Philadelphia International Airport,91,3730,3892,3730,3892,N00032,Airbus A200-100
817,Philadelphia International Airport,O'Hare International Airport,135,3918,4080,3918,4080,N00032,Airbus A200-100
861,O'Hare International Airport,Washington Dulles International Airport,70,4116,4268,4116,4268,N00032,Airbus A200-100
910,Washington Dulles International Airport,John F. Kennedy International Airport,45,4294,4393,4294,4393,N00032,Airbus A200-100
